user;message;in_msg_id
473379248;Ниче  что там говно жопа в тексте?;396
319380693;где ещё найти;395
319380693;хз;394
319380693;наверное отсюда;393
319380693;https://www.songsterr.com/a/wsa/tab-s454800t2;392
473379248;Учить будете;391
473379248;Скиньте где;390
473379248;Какой там рифф;389
319380693;завтра на окнах наебашим;388
319380693;СУКА УЧИМ;387
319380693;всё;386
319380693;карим рифф;385
319380693;ок;384
255425921;Я тогда соло можт?;383
319380693;я пою и на акустике ритм;382
255425921;Все дела;381
255425921;Соло рифчик;380
255425921;Кто че;379
255425921;Как там;378
255425921;Че твм;377
255425921;Ну все;376
473379248;Как угодно;375
473379248;Да;374
255425921;?;373
255425921;[id473379248|@krmbttl],;372
319380693;значит пирожок?;371
319380693;так;370
319380693;и петь;369
319380693;я на акустике рофлить буду;368
255425921;Хоть че нибудь;367
255425921;Пофек;366
255425921;Риффчик там;365
319380693;https://www.songsterr.com/a/wsa/tab-s454800;364
255425921;Ну или  хз;363
255425921;Карим вот соло учи);362
473379248;Амне че;361
255425921;Да че там три нотки;360
319380693;ну когда тутутуту поётся;359
255425921;);358
255425921;?;357
255425921;Там соло есть;356
255425921;Че;355
319380693;лев ты соло учил?;354
319380693;я одобряю;353
319380693;да;352
255425921;Дак классная же;351
255425921;;350
319380693;пишите;349
319380693;какие вы песни там знаете?;348
255425921;Там все уже выучено;347
255425921;!;346
255425921;Ну гражданская оборона же есть;345
319380693;мне блять легче 200 дат запомнить кто кому хуй пересосал;344
319380693;ну вот вообще не учится;343
319380693;ну я не выучу текст;342
255425921;Да кстати;341
473379248;Так то у нас завтра окно;340
319380693;они дурачки;339
319380693;ну люди не поймут;338
255425921;Хпхахпх;337
473379248;И кто то ебнулся;336
473379248;И гитары расстроены;335
473379248;Так в оригинале темп сбит;334
319380693;нужно было раза 3 собраться;333
319380693;другой ебанётся вообще;332
319380693;кто-то темп собьёт;331
319380693;а вместе начнём будет пиздец;330
319380693;вот по отдельности сыграть - то сыграли;329
319380693;а то мы блять даже вместе сука не репетировали;328
473379248;);327
319380693;сыграем нормальную песню;326
319380693;ещё куча этих концертов будет;325
319380693;а то ну это не дело;324
319380693;лан, давайте в следующий раз уже готовыи;323
319380693;ну я хз;322
473379248;);321
319380693;а лев?;320
319380693;блять;319
473379248;Я не учил текст;318
473379248;Че;317
319380693;там я уже рифф выучил на акустике;316
319380693;номер;315
319380693;спрашивает ставить или нет;314
319380693;мне маргарита владимировна пишет;313
319380693;даввайте шустрее;312
319380693;@all;311
319380693;@all;310
319380693;я чисто с акустикой наебашу или электрухи;309
319380693;то давайте на вокал;308
319380693;или если у вас уто-то песню знает;307
319380693;может реально лучше не стоит?;306
319380693;читсо с листочком вышел;305
319380693;да так стремёно будет;304
473379248;Взять можно;303
473379248;Текст;302
319380693;и не запоминается вообще;301
319380693;рифма говно;300
319380693;всё равно;299
319380693;я блять хз как учить;298
319380693;лады;297
473379248;Да;296
319380693;вы выучили?;295
319380693;будем?;294
319380693;так чё;293
473379248;Всё звучит;292
473379248;Там одинакого;291
473379248;Учить;290
473379248;Выбери что легче;289
473379248;Будет;288
473379248;Максимум 3 минуты;287
319380693;до какого момента?;286
473379248;Всё равно;285
473379248;Мы её сократим;284
319380693;то блять как этот текст учить;283
319380693;если играется она просто;282
319380693;просто ну я не смогу песню эту выучить;281
319380693;хз;280
319380693;так-то я могу опоздать;279
319380693;бля;278
319380693;ну;277
319380693;оке;276
473379248;Завтра;275
473379248;Принеси;274
319380693;у меня;273
473379248;Есть;272
473379248;У кого;271
473379248;Ремень;270
319380693;🤠;269
319380693;эту будем в следующий раз играть;268
255425921;;267
255425921;);266
319380693;20 раз песню поменяли;265
319380693;а не как сегодня;264
319380693;только нормально чтобы;263
319380693;го тогда ёпте в следующий раз;262
319380693;ага;261
255425921;Ну если не выйдет, то географияке надотнаписать;260
473379248;Биляя;259
319380693;бляяяяяять;258
255425921;Биляить;257
319380693;у меня курсы по истории;256
319380693;походу ну не выйдет;255
319380693;блять мужики;254
255425921;дап;253
473379248;Песнб;252
473379248;Надо просто в два раза урезать;251
255425921;куда-нибудь засунуть листочек этот;250
473379248;Да;249
255425921;ну на коленку положить;248
473379248;Сидя будем;247
255425921;мы тоже наверное подпевать будем;246
319380693;я с акустикой;245
255425921;в руке держать;244
473379248;Да;243
255425921;маленькую шпаргалку сделай;242
255425921;с листочком выйди;241
319380693;и там припева нет;240
319380693;песня блтяь большая;239
319380693;я блять ещё хз как тескт уччить;238
319380693;хз;237
255425921;Конференции;236
255425921;?;235
255425921;Может запись вебчика будет;234
255425921;А че там;233
319380693;какого хуя такое время сука;232
319380693;ну чё за хуйня;231
319380693;да бляяяяя;230
319380693;пиздец;229
319380693;бля;228
473379248;Блин;227
473379248;Ну че;226
319380693;я хз;225
319380693;лан без меня тогда;224
319380693;по сути\;223
319380693;идеальное;222
319380693;да;221
473379248;Ахуеное время прям;220
319380693;бля;219
473379248;Аче делать;218
473379248;Че;217
473379248;А стоп;216
319380693;бля;215
319380693;у меня завтра конфа в 3;214
319380693;бля мужикиэ;213
255425921;;212
473379248;Текст учи [id319380693|@xrayuber];211
473379248;Соло я знаю;210
473379248;Это;209
473379248;;208
319380693;;207
319380693;кайфую;206
255425921;У тебя как?;205
255425921;Чай пью вот;204
255425921;Да норм;203
319380693;ёпте;202
319380693;ну как дела?;201
319380693;УЧИТЕ БЛЯТЬ ПЕСНЮ!!!!;200
255425921;;199
473379248;;198
255425921;;197
473379248;;196
255425921;;195
255425921;🦔;194
255425921;🙂🙃😇😗😚;193
473379248;😁;192
319380693;Вообще;191
255425921;😊☺;190
319380693;Кайф;189
319380693;Да;188
473379248;Войны устраиваешь;187
473379248;Чет;186
473379248;Играешь;185
473379248;Там музычка такая добрая;184
255425921;дак имба;183
473379248;;182
255425921;);181
255425921;а;180
319380693;;179
255425921;какая;178
473379248;Ага;177
319380693;Только у меня немного другая причина;176
319380693;Поддерживаю!;175
255425921;а днём овощ;174
255425921;настрой такой;173
255425921;ночью вдохновение приходит;172
473379248;Нахуя;171
255425921;сидеть часов до двух-трёх;170
255425921;не выспаться!;169
255425921;у меня ебейшая идея;168
255425921;батплов;167
473379248;Я;166
255425921;кто эт;165
319380693;И пошëл нормальными делами заниматься;164
319380693;Я чëто 10 минут глянул;163
473379248;вчера;162
473379248;смотрел;161
473379248;о;160
473379248;хаххахах;159
255425921;распечатаю;158
319380693;;157
473379248;расскажешь;156
255425921;ты чё;155
255425921;баталов же;154
473379248;ура мою правильно написали;153
255425921;карим батплов;152
255425921;сёвчик;151
473379248;ахахаххахах;150
319380693;😡😡;149
255425921;севастьянов;148
319380693;Такие безграмотные пидорасв;147
255425921;вахвххавпхахпахп;146
255425921;хапхапхахпхапхахапхап;145
319380693;Сука как они заебали;144
319380693;Пидорасы мою фамилию неправильно написали;143
255425921;всю первую строку занимаем;142
473379248;да;141
255425921;а мы престижные такие;140
255425921;многовато кстати челиков выступает;139
473379248;эх было время;138
473379248;да помню;137
319380693;Ну это мы тупо;136
319380693;https://youtu.be/gEMmyalzXVY;135
255425921;else;134
473379248;да;133
473379248;lf;132
255425921;да;131
255425921;аххпх;130
319380693;Вай биляяя;129
255425921;хайп;128
473379248;;127
255425921;ваевская там какая-то;126
255425921;какую песню играть будешь сольно?;125
255425921;а какую песню;124
473379248;как обычно 1/3 песни выучи остальное удленю и гавном заполню;123
255425921;он;122
473379248;я;121
255425921;[id473379248|каримбумчик];120
319380693;[id473379248|@krmbttl],;119
255425921;;118
255425921;сольно;117
255425921;чё играть буш;116
255425921;[id473379248|@krmbttl];115
473379248;ура;114
255425921;;113
473379248;ааааааааааа;112
473379248;блять где карточка по матшее;111
255425921;тудутуддтутдутдтд;110
255425921;вере ис май маааааайнд;109
255425921;жиденького;108
255425921;напустим в рейтузы😎;107
319380693;Чем крутого полковника но оподливиться;106
319380693;Потому что лучше сыграть простую песню и не обосраться;105
319380693;Или Стрыкало;104
319380693;Кино;103
319380693;Типо гражданской обороны;102
319380693;Если понимаете что полковника не отработать за несколько дней, то срочно меняйте песню на самую простую;101
319380693;Со мной;100
319380693;Поиграем;99
319380693;Может завтра на переменах;98
319380693;Уже со мной;97
319380693;А в пятницу;96
319380693;Вы только отработайте нормально;95
255425921;ок;94
319380693;После уроков;93
319380693;В актовом зале;92
319380693;Завтра можно будет отрепетировать;91
319380693;Нашëл площадку;90
319380693;Ну я короче;89
319380693;Наверн;88
319380693;Петь и играть;87
255425921;только;86
255425921;или петь;85
255425921;играть будешь?;84
255425921;[id319380693|танцует матвей];83
319380693;А;82
255425921;[id319380693|@xrayuber];81
255425921;там негде подключаться;80
473379248;играть?;79
473379248;ты будешь;78
473379248;да;77
255425921;да;76
319380693;Вы с комбиками?;75
473379248;наверн;74
255425921;завтра несёшь гитару?;73
255425921;чё там;72
255425921;[id473379248|@krmbttl];71
255425921;;70
255425921;я риффчик чёта немного поиграл;69
319380693;Неплох;68
473379248;я послушал😊;67
319380693;Вы хоть что-то из полковнмкв учили?;66
319380693;Вот мужики;65
319380693;Бляяяять;64
473379248;так как?;63
319380693;Так как?;62
319380693;под минус;61
319380693;отработать;60
319380693;тип вы двоём можете;59
319380693;но;58
319380693;ноль времени;57
319380693;я завтра не смогу;56
319380693;пока не знаю буду ли свободен;55
319380693;я потом напишу;54
319380693;напишу;53
319380693;ща;52
319380693;географичку;51
319380693;нужно спросить;50
255425921;а то мы не сможем вместе сыграть;49
255425921;все дела;48
255425921;для выступления надо;47
255425921;скажем вот;46
255425921;после школы;45
255425921;что если завтра в актовом зале отрепетировать?;44
255425921;да;43
319380693;бляяя;42
255425921;нет времени;41
319380693;вот по нормальному;40
319380693;нужно репетировать;39
255425921;а то как всегда получится;38
255425921;надо решать бы что-то;37
255425921;упрощённую;36
255425921;то наверное не в оригинале;35
255425921;если полковника;34
255425921;а мы же завтра уже гитары отнесём;33
255425921;блин;32
255425921;не сложно но время надо;31
255425921;соло гитару;30
255425921;время надо;29
255425921;учить это;28
255425921;я хз чёта;27
255425921;бля;26
319380693;капец;25
319380693;нужно тогда учить выходит;24
319380693;то сыграем;23
319380693;как бы если ну успеем;22
319380693;давайте ёпте думать;21
255425921;никт нипишт;20
319380693;лковнику;19
255425921;ничего нового);18
319380693;сюдаааа;17
319380693;ахахаххаха;16
473379248;Не слушал ещё;15
319380693;потом на соляк перейти;14
319380693;но я думаю что он с тобой всякие припевы играть должен с куплетами;13
255425921;);12
255425921;учишь там?;11
255425921;[id473379248|@krmbttl];10
319380693;ну типо;9
255425921;карим на соло гитаре?;8
255425921;ёмпте;7
319380693;ёпте;6
319380693;как бы;5
319380693;ну вроде да;4
255425921;играем же полковника?;3
255425921;чё там;2
255425921;;1
